Date,Product,Customer_Category,,,
04/04/2023,"['Semiya', 'Spinach', 'Rice','Dhal', 'Toothbrush', 'Orange']",Senior Citizen,,,
04/04/2023,"['Sugar', 'Orange', 'Banana']",Homemaker,,,
04/04/2023,"['Carrots', 'Laundry Detergent', 'Tissues', 'Hand Sanitizer', 'Banana']",Young Adult,,,
04/04/2023,"['Baby Wipes', 'Wheat Flour']",Teenager,,,
04/04/2023,"['Mop', 'Vinegar']",Senior Citizen,,,
04/04/2023,['Saftey Razor Blade'],Young Adult,,,
04/04/2023,"['Cheese', 'Juices','Chips', 'Ice Cream', 'Saftey Razor Blade']",Homemaker,,,
04/04/2023,"['Power Strips', 'Vinegar']",Young Adult,,,
04/04/2023,"['Dishwash scrubber', Salt, 'Semiya']",Young Adult,,,
04/04/2023,"['Plant Fertilizer', 'Toothbrush']",Senior Citizen,,,
04/04/2023,"['Milk', 'Air Freshener', 'Milk', 'Salt','Rice','Dhal']",Middle-Aged,,,
04/04/2023,"['Chocolate', 'Spinach', 'Juices','Chips']",Young Adult,,,
04/04/2023,"['Sugar', 'Chips', 'Toothpaste',  'Tongue Cleaner', 'Cereal Bars', 'Diapers']",Young Adult,,,
04/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Cereal', 'Stationery']",Teenager,,,
04/04/2023,"['Eggs', 'Kambu Rice', 'Plant Fertilizer']",Young Adult,,,
04/04/2023,"['Soda', 'Wheat Rava', 'Tissues', 'Soda']",Senior Citizen,,,
04/04/2023,"['Milk', 'Sugar', 'Pasta', 'Vinegar','Rice','Dhal']",Senior Citizen,,,
04/04/2023,"['Apple', 'Ragi Malt', 'Jam','Bread', 'Toilet Freshner', 'Paper Towel For Faces']",Senior Citizen,,,
04/04/2023,"['Ketchup', 'Wheat Flour', 'Toilet Freshner', 'Dishwash scrubber', 'Insect Repellent']",Middle-Aged,,,
04/04/2023,"['Cereal Bars', Salt, 'Broom']",Young Adult,,,
04/04/2023,"['Cheese', 'Power Strips', 'Yogurt']",Middle-Aged,,,
04/04/2023,"['Semiya','Rice','Dhal' 'Wheat Rava']",Teenager,,,
04/04/2023,"['Spinach','Rice','Dhal' 'Vinegar', 'Eggs']",Teenager,,,
04/04/2023,"['Soda', 'Deodorant', 'Toilet Freshner', 'Plant Fertilizer', 'Dishwash scrubber']",Middle-Aged,,,
04/04/2023,"['Milk', 'Ice Cream']",Young Adult,,,
04/04/2023,"['Bread', 'Cheese', 'Mop']",Senior Citizen,,,
04/04/2023,['Dishwash scrubber'],Senior Citizen,,,
04/04/2023,['Cleaning Spray'],Middle-Aged,,,
04/04/2023,"['Tomatoes', 'Laundry Detergent', 'Toothpaste',  'Tongue Cleaner', 'Body wash', 'Coconut oil']",Middle-Aged,,,
04/04/2023,"['Eggs', 'Broom', 'Ketchup', 'Rice','Spices', 'Rice','Spices']",Senior Citizen,,,
04/04/2023,"['Coconut oil','Rice','Dhal']",Middle-Aged,,,
04/04/2023,"['Cereal','Rice','Dhal' 'Bread', 'Toothbrush']",Middle-Aged,,,
04/04/2023,"['Dustpan', 'Vegetables']",Young Adult,,,
05/04/2023,"['Coffee','Biscuit', 'Dishwash scrubber', 'Cleaning Spray', 'Trash Bags', 'Laundry Detergent']",Senior Citizen,,,
05/04/2023,"['Chocolate', 'Cereal Bars', 'Vinegar','Ice Cream']",Young Adult,,,
05/04/2023,"['Black pepper', 'Deodorant', 'Orange', 'Dish Soap', 'Juices','Chips']",Middle-Aged,,,
05/04/2023,"['Trash Bags', 'Jam','Bread', 'Deodorant', 'Sugar']",Homemaker,,,
05/04/2023,"['Dustpan', 'Apple', 'Deodorant']",Young Adult,,,
05/04/2023,"['Orange', 'Kambu Rice', 'Light Bulbs', 'Tea','Biscuit']",Teenager,,,
05/04/2023,"['Dish Soap', Salt, 'Orange', 'Juices','Chips']",Senior Citizen,,,
05/04/2023,"['Cooking Oil', 'Dish Soap', 'Apple', 'Hand Sanitizer']",Teenager,,,
05/04/2023,"['Toothpaste',  'Tongue Cleaner']",Homemaker,,,
05/04/2023,"['Dhal', 'Light Bulbs']",Senior Citizen,,,
05/04/2023,"['Eggs', 'Cereal', 'Paper Towel For Faces']",Middle-Aged,,,
05/04/2023,"['Honey', 'Body wash']",Middle-Aged,,,
05/04/2023,['Dhal'],Middle-Aged,,,
05/04/2023,['Vinegar'],Homemaker,,,
05/04/2023,"['Power Strips', 'Cereal', 'Trash Bags', 'Vinegar', 'Potatoes']",Teenager,,,
05/04/2023,['Toilet Freshner'],Homemaker,,,
05/04/2023,"['Milk', 'Apple', 'Onions']",Senior Citizen,,,
05/04/2023,"['Spinach', 'Dhal', 'Juices','Chips', 'Vinegar','Ice Cream']",Homemaker,,,
05/04/2023,"['Wheat Rava', 'Body wash']",Young Adult,,,
05/04/2023,"['Pickles', 'Toothpaste',  'Tongue Cleaner', 'Jam','Bread', 'Body wash']",Homemaker,,,
05/04/2023,"['Tissues', 'Honey', 'Coconut oil', 'Chips']",Senior Citizen,,,
05/04/2023,"['Cleaning Spray', 'Cereal Bars','Rice','Dhal']",Middle-Aged,,,
05/04/2023,"['Spices', 'Power Strips', Salt, 'Broom']",Middle-Aged,,,
05/04/2023,"['Shower Gel', 'Spinach','Rice','Dhal']",Middle-Aged,,,
05/04/2023,"['Cleaner', 'Tissues', 'Carrots', 'Shaving Cream', 'Cooking Oil']",Middle-Aged,,,
05/04/2023,"['Shower Gel', 'Peanut Butter']",Middle-Aged,,,
05/04/2023,"['Vinegar', 'Semiya', 'Deodorant', 'Light Bulbs']",Middle-Aged,,,
05/04/2023,"['Saftey Razor Blade', 'Feminine Hygiene Products','Paper Towel for Faces', 'Eggs', 'Carrots']",Middle-Aged,,,
05/04/2023,['Dish Soap'],Teenager,,,
05/04/2023,['Toilet Freshner'],Senior Citizen,,,
05/04/2023,"['Dhal', 'Chocolate', 'Black pepper']",Middle-Aged,,,
05/04/2023,"['Dustpan', 'Shower Gel', 'Dhal', 'Broom']",Senior Citizen,,,
05/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Soap', 'Trash Bags', 'Toilet Freshner']",Senior Citizen,,,
05/04/2023,"['Wheat Flour','Rice','Dhal']",Middle-Aged,,,
05/04/2023,"['Honey', 'Cheese', 'Laundry Detergent', 'Wheat Rava']",Middle-Aged,,,
05/04/2023,"['Milk','Rice','Dhal']",Middle-Aged,,,
05/04/2023,"['Nuts','Rice','Dhal']",Young Adult,,,
05/04/2023,"['Deodorant', Salt, 'Tomatoes','Rice','Dhal']",Teenager,,,
05/04/2023,"['Dhal', 'Ice Cream', 'Soda', 'Tomatoes','Rice','Dhal']",Middle-Aged,,,
05/04/2023,"['Yogurt', 'Spinach','Rice','Dhal', 'Cleaner', 'Milk', 'Shower Gel']",Young Adult,,,
05/04/2023,"['Air Freshener', 'Mop', 'Deodorant', 'Cereal Bars', 'Milk']",Middle-Aged,,,
05/04/2023,"['Vinegar', 'Air Freshener', 'Shampoo']",Teenager,,,
05/04/2023,"['Tissues', 'Broom', 'Apple', 'Baby Wipes']",Middle-Aged,,,
05/04/2023,"['Saftey Razor Blade', 'Baby Wipes']",Homemaker,,,
05/04/2023,"['Light Bulbs', 'Diapers', 'Soda']",Middle-Aged,,,
05/04/2023,"['Cooking Oil','Rice','Dhal', 'Dustpan', 'Hand Sanitizer', 'Shampoo']",Homemaker,,,
05/04/2023,"['Trash Bags', 'Milk', 'Rice','Dhal','Toothbrush', 'Air Freshener', 'Apple']",Middle-Aged,,,
05/04/2023,"['Black pepper', 'Spinach', 'Peanut Butter', 'Toilet Freshner', 'Milk']",Homemaker,,,
05/04/2023,"['Nuts', 'Cleaning Spray', 'Toilet Freshner', 'Banana', 'Vinegar']",Young Adult,,,
05/04/2023,"['Cooking Oil', 'Dishwash scrubber', 'Cereal', 'Soap', 'Laundry Detergent']",Senior Citizen,,,
05/04/2023,"['Wheat Rava','Rice','Dhal']",Middle-Aged,,,
05/04/2023,"['Shampoo', 'Eggs','Rice','Dhal']",Middle-Aged,,,
05/04/2023,"['Orange', 'Dish Soap', 'Ragi Malt']",Teenager,,,
05/04/2023,"['Tissues', 'Broom', 'Eggs', 'Potatoes', Salt]",Senior Citizen,,,
05/04/2023,"['Ketchup', 'Banana', 'Ketchup', 'Mop']",Middle-Aged,,,
05/04/2023,"['Rice','Dhal']",Senior Citizen,,,
05/04/2023,"['Dish Soap', 'Cereal', 'Hair Gel']",Homemaker,,,
05/04/2023,"['Dhal', Salt,'Rice','Dhal','Coffee','Biscuit']",Middle-Aged,,,
05/04/2023,['Saftey Razor Blade'],Teenager,,,
05/04/2023,['Ragi Malt'],Senior Citizen,,,
05/04/2023,"['Cleaning Spray', 'Bread', 'Hand Sanitizer']",Middle-Aged,,,
05/04/2023,"['Saftey Razor Blade', 'Bread']",Middle-Aged,,,
05/04/2023,"['Onions', 'Black pepper', 'Eggs', 'Pickles', 'Toothpaste',  'Tongue Cleaner']",Young Adult,,,
05/04/2023,"['Saftey Razor Blade', 'Black pepper', 'Dishwash scrubber', 'Milk', 'Trash Bags']",Middle-Aged,,,
05/04/2023,"['Pickles', 'Milk', 'Cleaner', 'Rice','Spices']",Young Adult,,,
05/04/2023,"['Nuts','Rice','Dhal']",Middle-Aged,,,
05/04/2023,"['Rice','Spices', 'Stationery', 'Vegetables', 'Shampoo', 'Olive Oil']",Middle-Aged,,,
05/04/2023,"['Milk', 'Banana', 'Apple']",Homemaker,,,
05/04/2023,"['Carrots','Rice','Dhal']",Senior Citizen,,,
05/04/2023,"['Mustard', 'Soap']",Senior Citizen,,,
05/04/2023,"['Vinegar', 'Baby Wipes', 'Chocolate', 'Banana']",Young Adult,,,
05/04/2023,"['Cooking Oil','Rice','Dhal','Soap', 'Juices','Chips', 'Black pepper', 'Black pepper']",Teenager,,,
05/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Deodorant', 'Shaving Cream']",Young Adult,,,
05/04/2023,"['Wheat Rava', 'Sugar', 'Ice Cream', 'Coffee','Biscuit']",Senior Citizen,,,
05/04/2023,"['Vinegar', 'Wheat Rava', 'Stationery']",Middle-Aged,,,
05/04/2023,"['Kambu Rice', 'Toilet Freshner']",Homemaker,,,
05/04/2023,"['Laundry Detergent', 'Baby Wipes']",Middle-Aged,,,
05/04/2023,"['Vegetables', 'Broom', 'Laundry Detergent', 'Onions', 'Stationery']",Teenager,,,
05/04/2023,"['Milk', 'Sugar','Rice','Dhal']",Young Adult,,,
05/04/2023,"['Mustard', 'Semiya','Rice','Dhal']",Homemaker,,,
05/04/2023,"['Stationery', 'Spices','Rice','Dhal']",Homemaker,,,
05/04/2023,"['Wheat Rava', 'Dish Soap', 'Sugar', 'Wheat Flour', 'Rice','Spices']",Homemaker,,,
05/04/2023,['Paper Towel For Faces'],Homemaker,,,
05/04/2023,"['Shower Gel', 'Cheese','Rice','Dhal']",Young Adult,,,
05/04/2023,"['Rice','Dhal','Spices','Ice Cream']",Senior Citizen,,,
05/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Peanut Butter']",Homemaker,,,
06/04/2023,"['Juices','Chips', 'Juices','Chips', 'Pickles', 'Coconut oil']",Teenager,,,
06/04/2023,"['Ragi Malt', 'Cereal', 'Onions', 'Rice','Dhal']",Young Adult,,,
06/04/2023,"['Vinegar', 'Rice','Dhal']",Senior Citizen,,,
06/04/2023,['Mop'],Teenager,,,
06/04/2023,['Stationery'],Teenager,,,
06/04/2023,"['Potatoes', 'Black pepper', 'Cheese', 'Cooking Oil']",Young Adult,,,
06/04/2023,"['Nuts', 'Orange', 'Light Bulbs', 'Orange']",Middle-Aged,,,
06/04/2023,"['Deodorant', 'Ketchup', 'Stationery', 'Soap']",Homemaker,,,
06/04/2023,"['Cleaning Spray', 'Peanut Butter', 'Vinegar']",Young Adult,,,
06/04/2023,"[Salt,'Ice Cream','Rice','Dhal']",Teenager,,,
06/04/2023,"['Air Freshener', 'Toothpaste',  'Tongue Cleaner', 'Cleaning Spray']",Middle-Aged,,,
06/04/2023,"['Chips', 'Light Bulbs']",Homemaker,,,
06/04/2023,['Tissues'],Senior Citizen,,,
06/04/2023,"['Tissues', 'Pickles', 'Rice','Dhal', 'Chocolate','Ice Cream']",Young Adult,,,
06/04/2023,"['Soda', 'Tomatoes', 'Diapers']",Senior Citizen,,,
06/04/2023,"['Rice','Spices', Salt, 'Body wash']",Young Adult,,,
06/04/2023,"['Juices','Chips', 'Nuts', 'Ice Cream', 'Cereal', 'Black pepper']",Teenager,,,
06/04/2023,"['Eggs', 'Power Strips', 'Milk']",Senior Citizen,,,
06/04/2023,"['Vegetables', 'Spinach', 'Light Bulbs', 'Toilet Freshner']",Homemaker,,,
06/04/2023,['Banana'],Senior Citizen,,,
06/04/2023,"['Stationery', 'Milk', 'Deodorant', 'Yogurt', 'Orange']",Middle-Aged,,,
06/04/2023,"['Orange', 'Toothbrush']",Young Adult,,,
06/04/2023,"['Onions', 'Rice','Dhal']",Teenager,,,
06/04/2023,"['Apple', 'Milk', 'Potatoes', 'Dishwash scrubber']",Homemaker,,,
06/04/2023,['Trash Bags'],Young Adult,,,
06/04/2023,"['Milk', 'Juices','Chips', 'Ice Cream','Laundry Detergent']",Young Adult,,,
06/04/2023,"['Ketchup', 'Onions', 'Ice Cream', 'Cheese', 'Hair Gel']",Senior Citizen,,,
06/04/2023,"['Shower Gel', 'Pickles', 'Peanut Butter']",Middle-Aged,,,
06/04/2023,"['Body wash', 'Tissues']",Teenager,,,
06/04/2023,['Body wash'],Middle-Aged,,,
06/04/2023,"['Deodorant', 'Potatoes', 'Laundry Detergent']",Teenager,,,
06/04/2023,"['Wheat Flour','Rice','Dhal']",Middle-Aged,,,
06/04/2023,"[Salt, 'Eggs', 'Toothpaste',  'Tongue Cleaner', 'Rice','Spices', 'Black pepper']",Senior Citizen,,,
06/04/2023,"['Juices','Chips', 'Dishwash scrubber']",Teenager,,,
06/04/2023,"['Wheat Flour', 'Ice Cream']",Young Adult,,,
06/04/2023,"['Vinegar', 'Tea','Biscuit', 'Stationery']",Teenager,,,
06/04/2023,"['Plant Fertilizer', 'Soda', 'Body wash']",Teenager,,,
06/04/2023,"['Spices', 'Milk', 'Yogurt', 'Cooking Oil', 'Toothpaste',  'Tongue Cleaner']",Middle-Aged,,,
06/04/2023,"['Potatoes','Rice','Dhal', 'Toothpaste',  'Tongue Cleaner']",Young Adult,,,
06/04/2023,['Paper Towel For Faces'],Senior Citizen,,,
06/04/2023,['Chocolate'],Teenager,,,
06/04/2023,['Stationery'],Young Adult,,,
06/04/2023,['Hair Gel'],Senior Citizen,,,
06/04/2023,"['Ragi Malt', 'Hair Gel', 'Yogurt', 'Tissues', 'Cereal']",Senior Citizen,,,
06/04/2023,['Ice Cream'],Senior Citizen,,,
06/04/2023,"['Spices', 'Rice','Dhal', 'Paper Towel For Faces', 'Wheat Flour', 'Plant Fertilizer']",Young Adult,,,
06/04/2023,"['Sugar', 'Laundry Detergent', 'Toothpaste',  'Tongue Cleaner', 'Onions']",Homemaker,,,
06/04/2023,"['Tea','Biscuit', 'Mustard', 'Juices','Chips', 'Stationery']",Senior Citizen,,,
06/04/2023,"['Black pepper', 'Milk']",Middle-Aged,,,
06/04/2023,"['Honey', 'Wheat Rava']",Senior Citizen,,,
06/04/2023,"['Milk', 'Toilet Freshner', 'Cereal Bars']",Young Adult,,,
06/04/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Dustpan', 'Ragi Malt', 'Sugar']",Young Adult,,,
06/04/2023,"['Wheat Flour', 'Rice','Dhal']",Young Adult,,,
06/04/2023,"['Black pepper', 'Toothpaste',  'Tongue Cleaner', 'Rice','Spices', 'Cleaning Spray', 'Feminine Hygiene Products','Paper Towel for Faces']",Young Adult,,,
06/04/2023,"['Jam','Bread', 'Dish Soap', 'Trash Bags', 'Honey']",Teenager,,,
06/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Bread', 'Soda', 'Dishwash scrubber']",Middle-Aged,,,
06/04/2023,['Diapers'],Middle-Aged,,,
06/04/2023,"['Apple', 'Ragi Malt', 'Vegetables','Rice','Dhal']",Senior Citizen,,,
06/04/2023,"['Cereal','Rice','Dhal', 'Ice Cream']",Homemaker,,,
06/04/2023,"['Carrots', 'Toothpaste',  'Tongue Cleaner', 'Mustard', 'Orange', 'Salt']",Middle-Aged,,,
06/04/2023,['Saftey Razor Blade'],Middle-Aged,,,
06/04/2023,"['Baby Wipes', 'Diapers']",Middle-Aged,,,
06/04/2023,"['Light Bulbs', 'Deodorant', 'Salt','Rice','Dhal', 'Cereal']",Young Adult,,,
06/04/2023,['Body wash'],Middle-Aged,,,
06/04/2023,['Mop'],Homemaker,,,
06/04/2023,"['Saftey Razor Blade', 'Stationery', 'Juices','Chips']",Middle-Aged,,,
06/04/2023,"['Cleaning Spray', 'Wheat Flour', 'Jam','Bread']",Senior Citizen,,,
06/04/2023,"['Milk', 'Vinegar', 'Hand Sanitizer', 'Cereal Bars', 'Dustpan']",Middle-Aged,,,
06/04/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Orange', 'Dustpan']",Middle-Aged,,,
06/04/2023,"['Trash Bags', 'Dish Soap', 'Cheese']",Middle-Aged,,,
06/04/2023,"['Yogurt', 'Nuts', 'Peanut Butter', 'Deodorant', 'Orange']",Middle-Aged,,,
06/04/2023,"['Jam','Bread', 'Baby Wipes', 'Juices','Chips', 'Apple','Ice Cream']",Senior Citizen,,,
06/04/2023,"['Spinach','Rice','Dhal']",Middle-Aged,,,
06/04/2023,"['Bread', 'Cereal Bars', 'Vinegar', 'Peanut Butter', 'Milk']",Teenager,,,
06/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Sugar']",Senior Citizen,,,
06/04/2023,"['Banana', 'Sugar', 'Rice','Dhal','Juices','Chips']",Middle-Aged,,,
06/04/2023,"['Shampoo', 'Shower Gel', 'Orange', 'Tea','Biscuit']",Middle-Aged,,,
06/04/2023,"['Shampoo', 'Toothpaste',  'Tongue Cleaner']",Young Adult,,,
06/04/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Shampoo', 'Peanut Butter', 'Insect Repellent']",Young Adult,,,
06/04/2023,"[Salt, 'Ketchup', 'Light Bulbs', 'Coconut oil', 'Tomatoes','Rice','Dhal']",Teenager,,,
06/04/2023,"['Chocolate', 'Ice Cream', 'Saftey Razor Blade']",Senior Citizen,,,
06/04/2023,"['Milk', 'Cheese', 'Insect Repellent']",Teenager,,,
06/04/2023,"['Spices','Rice','Dhal']",Young Adult,,,
06/04/2023,"['Vegetables', 'Potatoes', 'Cleaning Spray', 'Plant Fertilizer']",Middle-Aged,,,
06/04/2023,"['Jam','Bread','Rice','Dhal']",Middle-Aged,,,
06/04/2023,['Diapers'],Middle-Aged,,,
06/04/2023,"['Semiya','Rice','Dhal', 'Wheat Flour', 'Cleaner', 'Feminine Hygiene Products','Paper Towel for Faces', 'Toilet Freshner']",Young Adult,,,
07/04/2023,"['Spices','Rice','Dhal', 'Milk', 'Hair Gel']",Middle-Aged,,,
07/04/2023,"['Orange', 'Diapers', 'Vinegar']",Middle-Aged,,,
07/04/2023,"['Milk','Rice','Dhal','Spices',]",Middle-Aged,,,
07/04/2023,"['Dishwash scrubber', 'Light Bulbs', 'Soap', 'Ice Cream']",Homemaker,,,
07/04/2023,"['Potatoes', 'Olive Oil', 'Hair Gel', 'Toothpaste',  'Tongue Cleaner', 'Insect Repellent']",Teenager,,,
07/04/2023,"['Cheese', 'Ragi Malt', 'Nuts']",Middle-Aged,,,
07/04/2023,"['Tea','Biscuit', 'Rice','Dhal','Spices', 'Deodorant']",Middle-Aged,,,
07/04/2023,"['Vinegar', 'Apple', 'Diapers', 'Olive Oil', 'Shaving Cream']",Senior Citizen,,,
07/04/2023,"['Tea','Biscuit', 'Shower Gel', 'Mustard', 'Dishwash scrubber']",Young Adult,,,
07/04/2023,"['Chocolate', 'Potatoes', 'Coconut oil', 'Plant Fertilizer', 'Black pepper']",Senior Citizen,,,
07/04/2023,"['Ragi Malt', 'Soda', 'Vegetables', 'Coconut oil']",Senior Citizen,,,
07/04/2023,"['Wheat Rava','Rice']",Senior Citizen,,,
07/04/2023,"['Spices', 'Rice','Dhal','Cereal Bars']",Young Adult,,,
07/04/2023,['Soda'],Young Adult,,,
07/04/2023,"['Shampoo', 'Coconut oil', 'Wheat Flour']",Senior Citizen,,,
07/04/2023,"['Peanut Butter','Ice Cream']",Homemaker,,,
07/04/2023,"['Insect Repellent', 'Paper Towel For Faces', 'Ice Cream']",Young Adult,,,
07/04/2023,"['Spinach', 'Kambu Rice', 'Broom', 'Wheat Rava']",Young Adult,,,
07/04/2023,"['Vegetables', 'Bread', 'Ragi Malt']",Homemaker,,,
07/04/2023,"['Vegetables', 'Pasta', 'Body wash', 'Wheat Flour', 'Jam','Bread']",Young Adult,,,
07/04/2023,"['Cleaning Spray', 'Shower Gel']",Young Adult,,,
07/04/2023,"['Ragi Malt','Rice','Dhal']",Middle-Aged,,,
07/04/2023,"['Light Bulbs', 'Pickles']",Senior Citizen,,,
07/04/2023,"['Hand Sanitizer', 'Rice','Spices', 'Vegetables', 'Dishwash scrubber']",Middle-Aged,,,
07/04/2023,"['Dustpan', 'Vegetables', 'Broom', 'Tissues']",Young Adult,,,
07/04/2023,"['Olive Oil', 'Stationery', 'Insect Repellent', 'Milk']",Young Adult,,,
07/04/2023,"['Kambu Rice', 'Milk', 'Cereal']",Middle-Aged,,,
07/04/2023,"['Baby Wipes', 'Dishwash scrubber', 'Tissues']",Middle-Aged,,,
07/04/2023,"['Soap', 'Laundry Detergent', 'Toothpaste',  'Tongue Cleaner', 'Ragi Malt']",Middle-Aged,,,
07/04/2023,"['Toothbrush', 'Tissues']",Middle-Aged,,,
07/04/2023,"['Kambu Rice', 'Broom', 'Dish Soap', 'Spinach','Rice','Dhal']",Middle-Aged,,,
07/04/2023,"['Coconut oil', 'Kambu Rice', 'Shower Gel', 'Coffee','Biscuit']",Senior Citizen,,,
07/04/2023,"['Broom', 'Dustpan']",Teenager,,,
07/04/2023,"['Cereal', 'Hair Gel', 'Power Strips', 'Tea','Biscuit']",Teenager,,,
07/04/2023,"['Wheat Flour','Rice','Dhal']",Homemaker,,,
07/04/2023,"['Cleaner', 'Shampoo', 'Hair Gel']",Middle-Aged,,,
07/04/2023,"['Hand Sanitizer', 'Soda']",Middle-Aged,,,
07/04/2023,"['Wheat Flour', 'Vinegar', 'Air Freshener']",Senior Citizen,,,
07/04/2023,"['Ragi Malt', 'Deodorant', 'Carrots', 'Deodorant', 'Milk']",Middle-Aged,,,
07/04/2023,"['Cleaner', 'Vegetables','Rice','Dhal']",Senior Citizen,,,
07/04/2023,"['Banana', 'Toothpaste',  'Tongue Cleaner', 'Ragi Malt']",Young Adult,,,
07/04/2023,['Ice Cream'],Teenager,,,
07/04/2023,"['Ketchup', 'Peanut Butter', 'Baby Wipes', 'Jam','Bread']",Homemaker,,,
07/04/2023,"['Pasta', 'Kambu Rice', 'Deodorant']",Middle-Aged,,,
07/04/2023,"['Onions', 'Toilet Freshner']",Teenager,,,
07/04/2023,"['Insect Repellent', 'Diapers', 'Deodorant', 'Coffee','Biscuit', 'Toothpaste',  'Tongue Cleaner']",Middle-Aged,,,
07/04/2023,"['Vegetables', 'Dish Soap']",Young Adult,,,
07/04/2023,"['Shampoo', 'Jam','Bread', 'Chips']",Senior Citizen,,,
07/04/2023,"['Tomatoes','Rice','Dhal', 'Dustpan']",Senior Citizen,,,
07/04/2023,"['Dhal', 'Onions', 'Rice','Dhal','Broom']",Homemaker,,,
07/04/2023,"['Kambu Rice', 'Cooking Oil', 'Cleaner', 'Kambu Rice', 'Trash Bags']",Middle-Aged,,,
07/04/2023,"['Chips', 'Stationery']",Middle-Aged,,,
07/04/2023,"['Hand Sanitizer', 'Stationery', 'Rice','Spices', 'Cooking Oil', 'Tissues']",Middle-Aged,,,
07/04/2023,"['Eggs','Rice','Dhal', 'Honey']",Homemaker,,,
07/04/2023,['Toilet Freshner'],Young Adult,,,
07/04/2023,"['Cooking Oil', 'Toothpaste',  'Tongue Cleaner', 'Dish Soap']",Senior Citizen,,,
07/04/2023,"['Bread', 'Air Freshener', 'Cereal Bars']",Homemaker,,,
07/04/2023,"['Chocolate', 'Banana']",Middle-Aged,,,
07/04/2023,['Paper Towel For Faces'],Young Adult,,,
07/04/2023,"['Ketchup', 'Bread', 'Semiya','Rice','Dhal', 'Juices','Chips']",Young Adult,,,
07/04/2023,['Soap'],Young Adult,,,
07/04/2023,"['Spinach','Rice','Dhal']",Middle-Aged,,,
07/04/2023,"['Hair Gel', 'Dishwash scrubber', 'Coconut oil', 'Toilet Freshner', 'Potatoes']",Senior Citizen,,,
07/04/2023,['Orange'],Homemaker,,,
07/04/2023,"['Milk', 'Ice Cream']",Middle-Aged,,,
07/04/2023,"['Saftey Razor Blade', 'Feminine Hygiene Products','Paper Towel for Faces', 'Wheat Flour']",Homemaker,,,
07/04/2023,"['Potatoes','Rice','Dhal', 'Carrots']",Middle-Aged,,,
07/04/2023,"['Semiya', 'Laundry Detergent']",Senior Citizen,,,
07/04/2023,"['Cheese', 'Shower Gel']",Young Adult,,,
07/04/2023,"['Onions','Ice Cream', 'Spices','Rice','Dhal', 'Vinegar']",Middle-Aged,,,
07/04/2023,"['Chips', 'Nuts','Rice','Dhal']",Senior Citizen,,,
07/04/2023,['Air Freshener'],Teenager,,,
07/04/2023,"['Soap', 'Cleaning Spray', 'Yogurt', 'Cheese', 'Pickles']",Teenager,,,
07/04/2023,"['Cleaner', 'Vinegar']",Senior Citizen,,,
07/04/2023,"['Honey', 'Cheese', 'Honey', 'Semiya']",Homemaker,,,
07/04/2023,"['Chocolate', 'Cereal', 'Soap', 'Laundry Detergent']",Middle-Aged,,,
07/04/2023,"['Rice','Spices', 'Jam','Bread', 'Plant Fertilizer']",Middle-Aged,,,
07/04/2023,"['Shower Gel', 'Insect Repellent', 'Plant Fertilizer']",Young Adult,,,
07/04/2023,"[Salt, 'Broom', 'Cleaner', 'Semiya']",Senior Citizen,,,
07/04/2023,['Tissues'],Middle-Aged,,,
07/04/2023,"['Chips', 'Shampoo', 'Pasta', 'Bread', 'Shower Gel']",Middle-Aged,,,
07/04/2023,"['Light Bulbs', 'Cleaning Spray']",Senior Citizen,,,
07/04/2023,"['Olive Oil', 'Chips']",Homemaker,,,
08/04/2023,"['Broom', 'Cereal Bars', 'Honey', 'Vinegar']",Middle-Aged,,,
08/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Shampoo', 'Chips', 'Eggs']",Middle-Aged,,,
08/04/2023,"['Body wash', 'Peanut Butter', 'Paper Towel For Faces', 'Eggs', 'Wheat Flour']",Young Adult,,,
08/04/2023,"['Pickles', 'Shower Gel', 'Ice Cream', 'Soda']",Middle-Aged,,,
08/04/2023,"['Deodorant', 'Apple', 'Dishwash scrubber']",Middle-Aged,,,
08/04/2023,"['Eggs', 'Shaving Cream', 'Baby Wipes', 'Cheese', 'Feminine Hygiene Products','Paper Towel for Faces']",Young Adult,,,
08/04/2023,['Cheese'],Senior Citizen,,,
08/04/2023,"['Bread', 'Cereal Bars']",Young Adult,,,
08/04/2023,"['Chips', 'Coffee','Biscuit','Ice Cream']",Young Adult,,,
08/04/2023,"['Soap', 'Feminine Hygiene Products','Paper Towel for Faces', 'Hand Sanitizer', 'Vinegar', 'Hand Sanitizer']",Senior Citizen,,,
08/04/2023,"['Diapers', 'Juices','Chips', 'Spices', 'Stationery', 'Light Bulbs']",Young Adult,,,
08/04/2023,"['Cereal Bars','Rice','Dhal']",Teenager,,,
08/04/2023,"['Olive Oil', 'Laundry Detergent', 'Cereal Bars']",Teenager,,,
08/04/2023,"['Milk', 'Chocolate','Ice Cream']",Young Adult,,,
